date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:00	8714/8714	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:18:59%20GMT	https://www.w3school.com.cn/b.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/b.html	(from https://www.w3school.com.cn/)
22:19:00	8910/8910	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:18:59%20GMT	https://www.w3school.com.cn/s.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/s.html	(from https://www.w3school.com.cn/)
22:19:00	10229/10229	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:18:59%20GMT	https://www.w3school.com.cn/p.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/p.html	(from https://www.w3school.com.cn/)
22:19:01	8656/8656	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:00%20GMT	https://www.w3school.com.cn/x.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/x.html	(from https://www.w3school.com.cn/)
22:19:01	7098/7098	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:00%20GMT	https://www.w3school.com.cn/w.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/w.html	(from https://www.w3school.com.cn/)
22:19:01	16775/16775	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:00%20GMT	https://www.w3school.com.cn/r.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/r.html	(from https://www.w3school.com.cn/)
22:19:02	14423/14423	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:01%20GMT	https://www.w3school.com.cn/html/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/html/index.html	(from https://www.w3school.com.cn/)
22:19:02	19930/19930	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:01%20GMT	https://www.w3school.com.cn/css/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/css/index.html	(from https://www.w3school.com.cn/)
22:19:02	7808/7808	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:01%20GMT	https://www.w3school.com.cn/sass/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/sass/index.html	(from https://www.w3school.com.cn/)
22:19:03	12044/12044	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:01%20GMT	https://www.w3school.com.cn/bootstrap5/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/bootstrap5/index.html	(from https://www.w3school.com.cn/)
22:19:03	6319/6319	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:03%20GMT	https://www.w3school.com.cn/tcpip/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/tcpip/index.html	(from https://www.w3school.com.cn/)
22:19:03	13734/13734	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:03%20GMT	https://www.w3school.com.cn/graphics/svg_intro.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/graphics/svg_intro.html	(from https://www.w3school.com.cn/)
22:19:04	15224/15224	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:03%20GMT	https://www.w3school.com.cn/graphics/canvas_intro.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/graphics/canvas_intro.html	(from https://www.w3school.com.cn/)
22:19:04	13612/13612	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:04%20GMT	https://www.w3school.com.cn/graphics/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/graphics/index.html	(from https://www.w3school.com.cn/)
22:19:05	76894/76894	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:04%20GMT	https://www.w3school.com.cn/howto/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/howto/index.html	(from https://www.w3school.com.cn/)
22:19:05	24446/24446	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:04%20GMT	https://www.w3school.com.cn/js/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/js/index.html	(from https://www.w3school.com.cn/)
22:19:05	168/168	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:19:05%20GMT	https://www.w3school.com.cn/htmldom/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/htmldom/index.18.delayed	(from https://www.w3school.com.cn/)
22:19:05	23928/23928	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:05%20GMT	https://www.w3school.com.cn/js/js_htmldom.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/js/js_htmldom.html	(from https://www.w3school.com.cn/)
22:19:06	7967/7967	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:05%20GMT	https://www.w3school.com.cn/typescript/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/typescript/index.html	(from https://www.w3school.com.cn/)
22:19:06	171/171	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:19:05%20GMT	https://www.w3school.com.cn/ajax/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/ajax/index.1b.delayed	(from https://www.w3school.com.cn/)
22:19:06	24771/24771	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:06%20GMT	https://www.w3school.com.cn/js/js_ajax_intro.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/js/js_ajax_intro.html	(from https://www.w3school.com.cn/)
22:19:07	171/171	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:19:06%20GMT	https://www.w3school.com.cn/json/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/json/index.1d.delayed	(from https://www.w3school.com.cn/)
22:19:07	25353/25353	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:06%20GMT	https://www.w3school.com.cn/js/js_json_intro.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/js/js_json_intro.html	(from https://www.w3school.com.cn/)
22:19:07	12039/12039	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:07%20GMT	https://www.w3school.com.cn/jquery/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/jquery/index.html	(from https://www.w3school.com.cn/)
22:19:08	10310/10310	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:07%20GMT	https://www.w3school.com.cn/angular/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/angular/index.html	(from https://www.w3school.com.cn/)
22:19:08	11186/11186	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:07%20GMT	https://www.w3school.com.cn/sql/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/sql/index.html	(from https://www.w3school.com.cn/)
22:19:08	16348/16348	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:08%20GMT	https://www.w3school.com.cn/java/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/java/index.html	(from https://www.w3school.com.cn/)
22:19:09	21994/21994	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:08%20GMT	https://www.w3school.com.cn/php/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/php/index.html	(from https://www.w3school.com.cn/)
22:19:09	11922/11922	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:08%20GMT	https://www.w3school.com.cn/cs/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/cs/index.html	(from https://www.w3school.com.cn/)
22:19:09	9778/9778	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:08%20GMT	https://www.w3school.com.cn/asp/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/asp/index.html	(from https://www.w3school.com.cn/)
22:19:10	7172/7172	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:09%20GMT	https://www.w3school.com.cn/ado/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/ado/index.html	(from https://www.w3school.com.cn/)
22:19:11	15399/15399	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:09%20GMT	https://www.w3school.com.cn/aspnet/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/aspnet/index.html	(from https://www.w3school.com.cn/)
22:19:11	10578/10578	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:10%20GMT	https://www.w3school.com.cn/vbscript/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/vbscript/index.html	(from https://www.w3school.com.cn/)
22:19:11	25414/25414	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:10%20GMT	https://www.w3school.com.cn/xml/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/xml/index.html	(from https://www.w3school.com.cn/)
22:19:12	8302/8302	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:11%20GMT	https://www.w3school.com.cn/mongodb/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/mongodb/index.html	(from https://www.w3school.com.cn/)
22:19:12	24658/24658	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:11%20GMT	https://www.w3school.com.cn/python/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/index.html	(from https://www.w3school.com.cn/)
22:19:13	10709/10709	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:11%20GMT	https://www.w3school.com.cn/numpy/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/numpy/index.html	(from https://www.w3school.com.cn/)
22:19:13	8081/8081	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:12%20GMT	https://www.w3school.com.cn/pandas/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/pandas/index.html	(from https://www.w3school.com.cn/)
22:19:13	6938/6938	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:12%20GMT	https://www.w3school.com.cn/scipy/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/scipy/index.html	(from https://www.w3school.com.cn/)
22:19:14	24478/24478	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:12%20GMT	https://www.w3school.com.cn/python/python_dsa.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa.html	(from https://www.w3school.com.cn/)
22:19:14	22171/22171	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:13%20GMT	https://www.w3school.com.cn/python/matplotlib_intro.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/matplotlib_intro.html	(from https://www.w3school.com.cn/)
22:19:14	12535/12535	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:13%20GMT	https://www.w3school.com.cn/c/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/c/index.html	(from https://www.w3school.com.cn/)
22:19:15	17599/17599	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:13%20GMT	https://www.w3school.com.cn/cpp/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/cpp/index.html	(from https://www.w3school.com.cn/)
22:19:15	10366/10366	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:13%20GMT	https://www.w3school.com.cn/r/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/r/index.html	(from https://www.w3school.com.cn/)
22:19:15	8425/8425	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:14%20GMT	https://www.w3school.com.cn/go/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/go/index.html	(from https://www.w3school.com.cn/)
22:19:16	9245/9245	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:14%20GMT	https://www.w3school.com.cn/kotlin/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/kotlin/index.html	(from https://www.w3school.com.cn/)
22:19:16	25462/25462	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:16%20GMT	https://www.w3school.com.cn/python/python_ml_getting_started.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_ml_getting_started.html	(from https://www.w3school.com.cn/)
22:19:16	24382/24382	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:16%20GMT	https://www.w3school.com.cn/python/python_dsa_lists.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_lists.html	(from https://www.w3school.com.cn/)
22:19:17	29108/29108	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:16%20GMT	https://www.w3school.com.cn/python/python_dsa_stacks.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_stacks.html	(from https://www.w3school.com.cn/)
22:19:17	29403/29403	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:16%20GMT	https://www.w3school.com.cn/python/python_dsa_queues.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_queues.html	(from https://www.w3school.com.cn/)
22:19:17	65000/65000	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:17%20GMT	https://www.w3school.com.cn/python/python_dsa_linkedlists.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_linkedlists.html	(from https://www.w3school.com.cn/)
22:19:18	30727/30727	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:17%20GMT	https://www.w3school.com.cn/python/python_dsa_hashtables.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_hashtables.html	(from https://www.w3school.com.cn/)
22:19:18	28431/28431	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:17%20GMT	https://www.w3school.com.cn/python/python_dsa_trees.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_trees.html	(from https://www.w3school.com.cn/)
22:19:18	44635/44635	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:18%20GMT	https://www.w3school.com.cn/python/python_dsa_binarytrees.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_binarytrees.html	(from https://www.w3school.com.cn/)
22:19:19	49387/49387	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:18%20GMT	https://www.w3school.com.cn/python/python_dsa_binarysearchtrees.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_binarysearchtrees.html	(from https://www.w3school.com.cn/)
22:19:19	147316/147316	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:18%20GMT	https://www.w3school.com.cn/python/python_dsa_avltrees.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_avltrees.html	(from https://www.w3school.com.cn/)
22:19:19	45863/45863	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:19%20GMT	https://www.w3school.com.cn/python/python_dsa_graphs.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_graphs.html	(from https://www.w3school.com.cn/)
22:19:20	34411/34411	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:19%20GMT	https://www.w3school.com.cn/python/python_dsa_linearsearch.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_linearsearch.html	(from https://www.w3school.com.cn/)
22:19:20	40989/40989	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:19%20GMT	https://www.w3school.com.cn/python/python_dsa_binarysearch.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_binarysearch.html	(from https://www.w3school.com.cn/)
22:19:20	37849/37849	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:20%20GMT	https://www.w3school.com.cn/python/python_dsa_bubblesort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_bubblesort.html	(from https://www.w3school.com.cn/)
22:19:21	45213/45213	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:20%20GMT	https://www.w3school.com.cn/python/python_dsa_selectionsort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_selectionsort.html	(from https://www.w3school.com.cn/)
22:19:21	42134/42134	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:20%20GMT	https://www.w3school.com.cn/python/python_dsa_insertionsort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_insertionsort.html	(from https://www.w3school.com.cn/)
22:19:21	41386/41386	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:20%20GMT	https://www.w3school.com.cn/python/python_dsa_quicksort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_quicksort.html	(from https://www.w3school.com.cn/)
22:19:22	45915/45915	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:21%20GMT	https://www.w3school.com.cn/python/python_dsa_countingsort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_countingsort.html	(from https://www.w3school.com.cn/)
22:19:22	53855/53855	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:21%20GMT	https://www.w3school.com.cn/python/python_dsa_radixsort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_radixsort.html	(from https://www.w3school.com.cn/)
22:19:23	52587/52587	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:22%20GMT	https://www.w3school.com.cn/python/python_dsa_mergesort.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_dsa_mergesort.html	(from https://www.w3school.com.cn/)
22:19:24	34355/34355	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:23%20GMT	https://www.w3school.com.cn/tags/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/tags/index.html	(from https://www.w3school.com.cn/)
22:19:24	50891/50891	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:23%20GMT	https://www.w3school.com.cn/tags/html_ref_colornames.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/tags/html_ref_colornames.html	(from https://www.w3school.com.cn/)
22:19:24	15637/15637	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:23%20GMT	https://www.w3school.com.cn/charsets/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/charsets/index.html	(from https://www.w3school.com.cn/)
22:19:25	116389/116389	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:24%20GMT	https://www.w3school.com.cn/cssref/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/cssref/index.html	(from https://www.w3school.com.cn/)
22:19:25	56858/56858	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:24%20GMT	https://www.w3school.com.cn/cssref/css_functions.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/cssref/css_functions.html	(from https://www.w3school.com.cn/)
22:19:25	35367/35367	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:24%20GMT	https://www.w3school.com.cn/jsref/index.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/jsref/index.html	(from https://www.w3school.com.cn/)
22:19:26	11143/11143	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:24%20GMT	https://www.w3school.com.cn/jquery/jquery_reference.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/jquery/jquery_reference.html	(from https://www.w3school.com.cn/)
22:19:26	22656/22656	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:25%20GMT	https://www.w3school.com.cn/angular/angular_ref_directives.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/angular/angular_ref_directives.html	(from https://www.w3school.com.cn/)
22:19:26	20854/20854	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:25%20GMT	https://www.w3school.com.cn/php/php_ref.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/php/php_ref.html	(from https://www.w3school.com.cn/)
22:19:27	14967/14967	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:25%20GMT	https://www.w3school.com.cn/java/java_reference.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/java/java_reference.html	(from https://www.w3school.com.cn/)
22:19:27	16618/16618	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:26%20GMT	https://www.w3school.com.cn/sql/sql_functions.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/sql/sql_functions.html	(from https://www.w3school.com.cn/)
22:19:27	9893/9893	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:26%20GMT	https://www.w3school.com.cn/asp/asp_ref.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/asp/asp_ref.html	(from https://www.w3school.com.cn/)
22:19:28	7847/7847	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:26%20GMT	https://www.w3school.com.cn/ado/ado_reference.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/ado/ado_reference.html	(from https://www.w3school.com.cn/)
22:19:28	21576/21576	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:27%20GMT	https://www.w3school.com.cn/vbscript/vbscript_ref_functions.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/vbscript/vbscript_ref_functions.html	(from https://www.w3school.com.cn/)
22:19:29	23035/23035	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:19:27%20GMT	https://www.w3school.com.cn/python/python_reference.asp	C:/Users/Administrator/Desktop/w3school.com.cn/webCopy/www.w3school.com.cn/python/python_reference.html	(from https://www.w3school.com.cn/)
